,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
126,(2.313246374858403+8.016751543262743j),(0.5454305867656074+0.67195064767402j),(0.10033242846802673+0.6835206944010974j),(0.239112976007215+0.13098140234204705j),(0.27216938785749323+0.6182281514638263j),(0.4646342587863413+0.9120331881364285j),(0.7482667461080553+0.5567374125538862j),(0.658389268711879+0.6813158614483336j),(0.6907279830877746+0.46223056278861j),(-1.1606513878218427+0.7707006130597233j),(0.5451193774908349+1.506726086922611j),(0.9074669549268785+0.9043142372896803j),(1.114133337501242+1.0198268624680502j),(0.9463700980330081+0.4088700251257767j),(0.9023573121279772+0.8900294627552058j),(0.6317696858995112+3.324054882087848j),(1.2007099688970369+1.0827978673379823j),(1.2010107807939743+1.1703767620179326j),(1.2771845476931547+0.6666122718543038j),(1.305083080612298+1.0701951605889408j),(1.3380998793982475+0.907543455943303j),(1.655783456163646+1.3982261561751863j),(0.5325487725499265+1.4223706526227284j),(2.151367347546741-0.010504780214176411j),(3.1285116949504213+2.6318538619277363j),(4.468187456232577+2.7813996251094713j),(4.3135001469376375+3.5880058475844283j),(9.139130022017591+4.282740007109817j)
127,(2.2296711461757095+8.14845746239923j),(0.52217105543864+0.6343755145618459j),(0.2278134126280273+0.661707002384276j),(0.19986746200873284+0.11533687298330238j),(0.6241621734025011+0.5355147872786491j),(0.4017435932951884+0.10007447028202848j),(0.6218192925164913+0.5982278151917361j),(0.7693783303617354+0.6761797662000338j),(0.7273442965589135+0.4976542240614104j),(-1.1529696325754706+0.7022192812088549j),(0.6536515558886391+2.070229038955874j),(1.3730214637045197+0.9654860768806222j),(1.0547905194574763+0.9795343688417003j),(1.147852480828791+0.3616065604849146j),(1.1502106985734204+1.0338811699438815j),(0.726560746984348+3.2053618019141448j),(1.1378230358459895+0.8006067648754641j),(1.3499422095158635+1.02114957962578j),(1.296087812397166+1.0505693423412876j),(1.3629675946237445+1.1519588042290951j),(0.8777837182635619+1.119310587292072j),(1.2468007545359967+0.6282464966899102j),(0.6259701880465686+1.2248859455460905j),(1.8493127511428622-0.043424758715020106j),(2.919545330086978+2.4679911837235595j),(3.623073651120652+2.635627873575759j),(4.403687235450108+3.095379108812722j),(4.60017660001133+6.70371524556013j)
128,(2.2306459395654965+8.508473689531316j),(0.6528405065067869+0.7245562093487683j),(0.07564997461723168+0.800749528869671j),(0.2466223490453146+0.19221418695165612j),(0.5151632177095412+0.7444880048255365j),(0.4259226324503048+0.6547056905642833j),(0.7501086094929362+0.8699855842814205j),(0.70669455422446+0.5927359046906224j),(0.7303811368385734+0.4823792724989892j),(-1.068238291536423+0.9405107726681406j),(0.7561192523351984+1.9232930850055565j),(1.2833177824829578+0.8960778388444044j),(1.0824945902769103+1.1013752935760421j),(0.9490517310975825+1.095158074675296j),(1.5125155714071543+0.8532117987397569j),(1.0334421067430275+3.664601399335789j),(1.1553330678958205+1.145374625081732j),(1.38184590935265+1.0171658277552582j),(1.7671358850508052+1.5835592506533411j),(1.2707635418280157+1.307316863498669j),(0.9622294042231206+1.232273920557501j),(1.2222501189011443+1.3834745904587848j),(0.5479194122522381+1.6073728071375866j),(2.1122174171323724+0.08659956650569767j),(3.53115543600343+2.7530743559748667j),(4.305889119160799+2.5507977670434814j),(4.380156575904542+4.373476417423387j),(6.7419243768637775+2.3678451659375366j)
129,(2.12295202401333+8.843951217680418j),(0.8633781495040682+0.6755760703239317j),(0.3180961731588844+0.9684448869433844j),(0.48146386597682217+0.06896650637935184j),(0.6602578207397445+0.5978078960982459j),(0.5963368724418965+0.41586207537627623j),(1.0213310645082292+0.6605065898936622j),(0.8353766668707967+0.5671031321887805j),(0.8076386264745201+0.4664814829348658j),(-0.9050023042385205+0.8396125535361553j),(0.6096833605105136+2.3073563569761646j),(0.6748938359763362+1.2397711294203861j),(1.477066432740866+0.9931103711711619j),(1.5568999386784959+0.9252625562452416j),(1.322493535111698+0.8989152466784675j),(0.8128099921359022+3.560792218323267j),(1.724873810897173+1.0357371217544524j),(1.6313505796208216+1.1839331786484837j),(1.745553282971601+1.4305142303607408j),(1.7387899250720036+1.2081215010750872j),(1.372916102597894+1.110889922828915j),(2.15047192053755+1.0882388447029654j),(0.5993924383625712+1.6182423514576496j),(2.4090863428744673+0.047622664006057774j),(3.3503236003686405+2.2990666965605726j),(2.8803245435253397+3.2899963729145103j),(6.235476103269353+3.6634138801698977j),(9.430725748749344+5.136462908945414j)
130,(2.201214090244523+9.24626081818644j),(0.8514551161546344+0.44296098167383224j),(0.49909210452681335+0.8395196283413064j),(0.40205751273523005-0.07735244795559522j),(0.8276328845873118+0.13571348973615793j),(0.949826605013363+0.37839271568676963j),(0.9166049792700324+0.20401820128652465j),(0.8460039841067027+0.3935029946521881j),(0.7902783352682062+0.4036869915270128j),(-0.8549845788652016+0.6547302505297627j),(0.5115598463799014+2.078615406040006j),(1.9760751003604793+0.9373296114304999j),(1.485822301935736+0.6723353182551003j),(1.5597935109840122+0.4884475169898665j),(1.2976786221507752+0.731845452138006j),(1.0632332140092309+3.6815685715177535j),(1.689451611950237+0.871199394369149j),(1.7202740111889938+0.7732261208993431j),(1.5899344148047285+0.6206138664780187j),(1.7984286642205012+0.873238118561646j),(2.377449209182284+0.8662479538641167j),(1.7171686459469249+0.9416818935166711j),(0.4664088119042747+1.7551089620770333j),(2.799959462282565-0.11523187983593865j),(3.764886134746164+2.09917015021645j),(4.458999548224279+2.589524005582799j),(5.94673481145918+2.541018827898287j),(8.772392444543252-1.9260712183740003j)
131,(2.2935245610335886+9.756799106059837j),(0.6744873091330676+0.33268778860794007j),(0.566517935818731+0.7624540995000455j),(0.3173659910860295-0.06615360746283148j),(0.6583099740022996+0.21630542279007772j),(0.715470298402465+0.11678303036918075j),(0.8467979084718769+0.14086254497867434j),(0.9168249837994205+0.2250072303637744j),(0.7808161446586553+0.43093334636188146j),(-0.9552047853415225+0.5755805105487591j),(0.550671205044936+2.060601801059783j),(1.5013427149347904+0.39365252806681067j),(1.4157349369288648+0.46573972158301363j),(1.1544187778300719+0.4947716609404039j),(1.2785154324330952+0.7070163631335714j),(1.1452540879147726+4.180745827695028j),(1.4949635437775812+0.479549795367973j),(1.5523005827428846+0.6238485291265158j),(1.7876059201856087+0.7303373528361715j),(1.514913183209993+0.5329690364900347j),(1.302742838368736+0.4474071590338563j),(1.5393516170570243-0.15646245777257262j),(0.5628821547127171+2.143885962779877j),(2.4941861748562673-0.9099876921838382j),(3.9592724034316946+2.0489871994671356j),(5.788969765634222+1.644151046223872j),(4.9489385310250515+2.0765285501989816j),(7.404633034490326+3.6367963216573176j)
132,(2.621151719121232+10.298083728625649j),(0.6178118575525298+0.27817294062069614j),(0.5384437964935274+0.6129844307317281j),(0.2381400179610442-0.006732115984385974j),(0.6447271150643749+0.2354809452031352j),(0.6511764306195139+0.46149774616838307j),(0.6994882238298151+0.3522886626869229j),(0.6566746252421971+0.3953929807267903j),(0.7571514631027881+0.4001895375622996j),(-1.0069244771381143+0.6260378962785417j),(0.9740818580999033+2.393654282539224j),(0.7827306855536352+0.3520921078219374j),(1.0715595014271515+0.4526791695607239j),(1.1329050707414787+0.20027469127265604j),(1.1241938819364952+0.8323786816558383j),(1.0172625770392643+4.509267178686522j),(1.1677325598005832+0.4260736740183438j),(1.3005566326224811+0.6272536749096645j),(1.4294655265820395+0.12419854375143538j),(1.2124703449760323+0.6251282374127617j),(0.6946211993331372+0.9821949853244705j),(1.0098950304302468+0.687148508446911j),(0.739465016826125+1.9941678874280162j),(1.9920383947653306-0.6485893497389004j),(3.234602167700647+1.788341287627495j),(3.429748273702529+0.24325314974164705j),(4.549868921566724+2.3851222583132414j),(4.5071562926155515+2.3161346296485164j)
133,(2.9812111488580384+10.749707590702839j),(0.489047502001173+0.3807371958625156j),(0.3995881733411672+0.5817291211855395j),(0.09588062023942738+0.06431321905408055j),(0.49912729573233106+0.1727328100528226j),(0.2745186023002382+0.37699519165782003j),(0.49569180391578804+0.43582772720001456j),(0.6941062479915329+0.5580257678126389j),(0.7150737899060235+0.5120345283880169j),(-1.1590601178753763+0.6740161987923436j),(1.2071015934942382+2.597055686312642j),(1.0337254103559694+0.6595991655620029j),(0.8046516776401653+0.7086675668547033j),(0.5754510054724907+0.9244161234635452j),(0.9770945482104082+0.8793000962514944j),(1.6896985207160358+4.949358643283179j),(0.9384542404301629+0.800498009586834j),(1.224885386538962+0.633843868186579j),(0.5288118891406268+0.8288609417595783j),(1.1279659277746048+0.8090774490253947j),(1.0948707121100447+1.1099862767035693j),(1.4553841626122004+0.9038283763414825j),(0.8479337749716855+2.3434617750475586j),(1.6452382893565864-0.08606941373762829j),(3.0592972074105513+2.208371120424003j),(3.4017233590399627+3.748635334210126j),(4.01700459599731+2.844619776878233j),(5.2224149487009495+1.5202177108630495j)
134,(3.5867966044890283+11.226178940459556j),(0.5547466429959963+0.6098851966094642j),(0.2717580725600858+0.6351201436979916j),(0.15676686752041516+0.08965190406634095j),(0.8554175376913431+0.32291901345489477j),(0.5389921004980837-0.012655228421258817j),(0.5712656436633409+0.5506252804355084j),(0.5577384604856873+0.55780511077059j),(0.7328129620191388+0.4949015147824762j),(-1.083611124762653+0.7677706359828574j),(1.1857367682112363+2.577355176492425j),(1.5781193461290628+1.4099682058516454j),(0.958907819618632+0.9640649090292692j),(0.7469083197688607+0.6336999117773137j),(1.0004801162739094+0.9083965349025208j),(2.2450253440011694+4.559053047562887j),(0.9808084842032563+1.2411813128486562j),(0.9464857532289652+0.908409218700469j),(1.059477310923218+0.8282061527253044j),(1.2024513479284205+1.1621100822827946j),(1.0182511735909108+1.2877461932516052j),(1.6938592099154768+0.8331541521474031j),(1.5282998184708447+2.442101408001594j),(1.9414376502851516+0.14991175867612283j),(3.3496776511954973+3.4461361420372687j),(4.608912508854032+3.16703069292061j),(4.408731227415395+3.9253591968889343j),(1.896042261394913+4.604170872159819j)
135,(4.115899985498452+11.56629364745084j),(0.6282939360811182+0.7627717955469914j),(0.21259577932002763+0.7516958076295314j),(0.2482330320185752+0.27622045405971934j),(0.7320583350747056+0.8223671781472557j),(0.533079585325689+0.32353919208515647j),(0.5561529220156025+0.7403482452537746j),(0.6591074922678164+0.7051231483987135j),(0.8494738007546054+0.6144218988097974j),(-0.8975831396319794+0.968497652713533j),(1.62192062185685+2.6878499889397376j),(1.2375646859465763+1.3587344961175498j),(1.1558151759143955+1.1109933970998205j),(1.1510227273978995+1.090228226972037j),(0.9757601078896193+1.119452257656875j),(2.1672537831801364+4.63027085056407j),(1.0380382046987304+1.178341239416932j),(1.1713843632818242+1.1736615203630898j),(1.241484341133486+1.6683938749363207j),(1.2081896853427179+1.3953296265449284j),(2.2241445979229026+1.8775350874184382j),(0.7781672389139574+1.1312981666025919j),(1.537070774439951+2.1381892144584125j),(1.9551508762075296+0.32021993917123437j),(3.807414222569861+3.6623592366059268j),(3.6708594538376236+4.224423135329275j),(4.527750228923319+4.4448773970326j),(-0.2816846198996234+2.637689710273388j)
136,(4.795064988505191+11.898952289525923j),(0.7840848894423098+0.723633514002407j),(0.22866742906071244+0.8559809382288587j),(0.4384915626321762+0.33810512962520367j),(0.5153717516260438+0.541108341132997j),(0.20098077811733792+0.7490368622788627j),(0.874214086947983+0.8305389319566391j),(0.8231899076889144+0.7068099353818189j),(0.7856147539791264+0.5930320459289514j),(-0.7544226643567211+0.8956909786332677j),(1.5350417385225628+2.828123879305608j),(0.9042128259653831+1.4825791930132695j),(1.3734365665742108+1.2355954588492728j),(1.3130813928380394+1.04296811531201j),(1.4982165131177734+1.154863104605935j),(2.3468542848220375+4.422460895432099j),(1.4465812048742666+1.4963394863396384j),(1.431224396565559+1.5810615219914435j),(1.6329021452465247+1.3598917550281728j),(1.7183163350670951+1.5604976845616159j),(1.6777409312802016+1.2274738144149056j),(1.6879178112220223+1.1501897965122185j),(1.3927539492511958+2.2750066440180143j),(2.3972315876231094+0.5484882749430507j),(4.128128066519515+3.435863181586486j),(5.269674803991864+3.8550733300097515j),(5.495899366513499+4.554006198676439j),(7.3901947453446475+9.224661346095163j)
137,(5.659210364985883+12.184747601532347j),(0.860621886690609+0.7042147608262175j),(0.38381412545820837+0.9042431611479287j),(0.5149009982529015+0.13165116906487237j),(1.15590491623105+0.5768717502672117j),(0.8490258985315206+0.755864186384616j),(0.7999028512134745+0.7770159749055502j),(0.9473482231588413+0.7556984487943017j),(0.9141209328821747+0.6961310332234012j),(-0.6880555075513475+0.9563157933135583j),(1.722071027668065+3.249321723056637j),(1.3092718018196874+1.1236413418449023j),(1.4333362315563776+1.175675552423508j),(1.75418161333841+0.8701972288432314j),(1.4137604249302826+1.3505227441158782j),(3.1701357406154904+5.0101288336596905j),(1.9536420411457105+1.077569012027918j),(1.8542999919771137+1.3296571098209775j),(1.8007562914181263+1.1953521507022045j),(1.64309008005237+1.331649396254924j),(1.8521096686221061+1.489814354801631j),(1.5958007606906661+1.08574431567443j),(1.6726349189762775+2.7676831726254347j),(2.5507319848730208+0.23893394781479607j),(4.400377082383332+3.2196431965804693j),(4.3153574279184825+4.393348237844806j),(6.412944307909869+4.495587508068197j),(8.148146528214365+5.239226184356069j)
138,(6.716318210227372+12.29899330648723j),(0.9204145926145966+0.7663060022986777j),(0.3361652724483869+0.994769678041316j),(0.46634491059590055+0.2532964593456201j),(0.6141180518782942+0.662173943792436j),(1.0437183797036094+1.0758131400356428j),(0.9948857055434318+0.6915730628087761j),(1.13633242592742+0.8020356871071901j),(0.9347661225210754+0.6054471884989286j),(-0.6588592423624449+0.9610698935475344j),(2.617032659018964+2.996377304720666j),(1.6381514361198253+1.311776991938472j),(1.5369367675058416+1.0830334566262467j),(1.6538025790436583+1.3326881612419128j),(1.662125826434306+1.2187915901092383j),(3.7168402869333055+5.414560912810292j),(1.5019979768845177+1.1243157719816483j),(1.8754389002373828+1.3008551506923074j),(2.1573508084756794+1.2920397856530688j),(1.8566047814227709+1.380609977614811j),(1.7935275513741957+1.8086319564658728j),(1.9095457267970442+1.0818446917198277j),(2.448335600177166+2.7348198874392953j),(2.7368557163142713+0.2701771927136876j),(4.761509410235367+2.9417886582543527j),(5.1027875325173335+4.232707778440574j),(6.611621500735784+4.592798368576971j),(7.722367852388969+8.429182457583204j)
139,(7.914179609106086+12.004727619274163j),(0.90109436201935+0.7824405210606348j),(0.47680578301605+1.0947097431029729j),(0.668485914298006+0.17768483068520002j),(0.9508967774174484+0.688474643070583j),(1.0728267404152763+0.45725705936307603j),(1.11609311729804+0.8484392611182959j),(1.1041289032987474+0.7085819106104899j),(1.0399837407862398+0.6553981380882126j),(-0.6293858721276026+1.0521256478206633j),(3.036855365039942+2.53877900159543j),(1.94746909409319+1.2983717127227699j),(1.7869392688237127+1.0852693626730125j),(1.8797024969811846+1.0301384710481793j),(1.7637198473854798+1.079218901138034j),(4.214442246693565+4.652692467364834j),(1.8247876581617508+1.2158188287561982j),(2.1004458027188426+1.426197609730829j),(2.3378484268652544+1.202237106585773j),(2.093338260033017+1.490060674595491j),(2.0812834379507303+1.7648532810064814j),(2.572059587057399+1.445335031155492j),(2.8737490155243783+2.024264863968914j),(2.903973065803313+0.4073785413191132j),(5.036925844341592+2.9030282674166332j),(5.711740352431029+5.466857131234638j),(7.210584149342747+3.8532786112489026j),(10.708862468747917+3.8011494567740707j)
140,(8.759084005705205+11.484966332442646j),(1.0596483915591786+0.5916457373180751j),(0.5672100884121699+0.9705452078024939j),(0.6124006136012257+0.014467576056351742j),(0.3242190839541587+0.4886533479479101j),(0.7681774284012489+0.5330708758991233j),(1.2995779841041981+0.5291860778929875j),(1.046270222481779+0.5361203106103986j),(1.043202404116626+0.6633739401261631j),(-0.5020597600377101+0.7995342584628505j),(2.368357865866967+1.8040614500331789j),(1.5376511149502952+0.9755971246781691j),(1.6601760320933527+0.880317086542565j),(1.7133551370336364+1.3130968269497953j),(1.6622191033039262+1.0332459226014277j),(4.345435774676091+3.6269924667470006j),(1.896189374824433+1.2045066915300293j),(1.9630782829124787+0.7902623202378615j),(1.66572470161837+0.9248410770717643j),(2.1821047481891194+1.1069378406389596j),(2.4820793356274518+1.151231680363742j),(1.924198717944373+0.982025613882297j),(3.1357470323432177+1.5181636851808655j),(2.9864584298896455+0.05984248502957272j),(5.14169929528353+3.2424083853262573j),(6.438223113476077+3.3350309963121503j),(7.012170180437499+3.625844704474991j),(6.335137209512375+6.188534576270067j)
141,(9.548831085248834+10.772528696562972j),(1.0367478191323278+0.5528052373698162j),(0.5261389405067888+0.8872101674353108j),(0.40626322849441643-0.11244148920709714j),(0.9672514797335686+0.25145486476396245j),(1.622221457782396+0.42818079748641863j),(0.9333407254788544+0.4861551088632654j),(1.0134358134405406+0.556553264009181j),(0.962408333260045+0.5288378518348608j),(-0.45780729889763594+0.6452826167293674j),(2.554869603638682+1.633627408946847j),(1.6535756819172323+1.1799949664312452j),(1.6362340135579165+0.8865103044515042j),(1.3917340815184083+1.2516288611836646j),(1.75210220658964+0.9156573590699506j),(4.3568557417275775+3.651516447779456j),(1.8070730201250569+0.7451291306098421j),(1.9899379047549295+1.1293923931673386j),(2.131402511372267+0.8605582643711356j),(2.0424884496555777+1.0241645723490016j),(1.5655425857097096+1.1099368405021244j),(2.3522029407743563+1.2956734163360593j),(2.42119153322211+1.0538024205020478j),(3.041541212340055-0.06082735330839859j),(5.041481309626768+2.874261273977391j),(6.451635407127141+4.408436419647069j),(6.574935011079913+2.9909149238316974j),(7.324246447831297+3.235550668032677j)
142,(10.17949792010376+10.114512253315363j),(0.9141766074854649+0.618472887463482j),(0.4075004442049357+0.876114815165283j),(0.40351218477904455+0.046700221821498515j),(0.7472126490964717+0.42776646508957566j),(0.4475936490521747+0.5326207605001978j),(0.8053153209685576+0.48534059470900165j),(0.9119090453811367+0.6206891154216022j),(1.0971471495990428+0.5936691729986642j),(-0.7394619119597474+0.806402370321762j),(2.6577183005908123+1.9401882659511573j),(1.2901718841307872+1.121478071014048j),(1.4690656124192902+0.980637701291947j),(1.6666086256677182+1.045888427620677j),(1.7354195532608905+1.110804612487438j),(4.495795274885161+3.7551393768749493j),(1.6331181564869657+1.1193986291434905j),(1.8525572139100515+1.112263949476939j),(1.9960742163751806+1.0354466559706372j),(1.8219886949824664+1.141808588002966j),(2.0169379967810777+1.1191488931371352j),(1.7669501755582762+1.17931981621536j),(2.5788303439085163+1.6854555044797832j),(2.5203049675060103-0.10660632207530023j),(4.836713229227747+3.184795301218355j),(6.804559686920559+1.8302476474392984j),(6.389353172479248+3.6740671612300755j),(8.187955460286299+4.527623708436136j)
143,(10.762793087188479+9.270381877891035j),(0.9192581097121227+0.864735641457788j),(0.3441542362418803+1.0906441447775184j),(0.3685441031570863+0.2147319084214138j),(1.1588879264302774+0.5326512989107708j),(0.7380986866425918+0.7269018871388689j),(0.8327441458053364+0.7951357897250175j),(1.1366307924406658+0.7168072357914032j),(1.1936255649826493+0.5595729953464699j),(-0.5230564821590786+0.9700419937929096j),(2.7150105127805992+2.0257550340994515j),(1.9279156033908453+1.3604372252471544j),(1.5638241218970825+1.211398161175084j),(1.6045764267938705+1.474978429798233j),(1.9946476560475956+1.2738569160198705j),(4.799451330778001+4.00791434530258j),(1.7481759812858728+1.39309591354281j),(1.8052097581993791+1.4346933843413276j),(2.1540358969930375+1.7333328506476156j),(1.8289882514327285+1.556100472188387j),(2.2100831881038623+1.5640375209977497j),(2.2210969228025186+1.2670507496034813j),(2.6909403991559544+1.583989818951583j),(2.7603641303131776+0.37905240985358707j),(5.09946700981632+3.1557134600773544j),(5.534411888340342+3.556898131734839j),(6.642818806694031+5.097218634932721j),(5.7044141405743325+5.109598883869616j)
144,(11.070272777213143+8.314918613620367j),(1.2546133897570533+0.8402675063327648j),(0.49038677484127663+1.2978066307663196j),(0.6539871688725359+0.2887165319991769j),(1.266748248506064+0.5970180687165427j),(0.9456852245274158+0.45601357465358444j),(1.4303423807942877+1.1659252837810885j),(1.2561869918269495+0.7840302893870569j),(1.188785120173811+0.5669101309253363j),(-0.258501692802642+1.1127236598151415j),(3.2574690500571113+1.9749173343510622j),(1.7578675018547276+1.614457391654875j),(2.1383946026343432+1.3883208479300073j),(2.351451787572846+1.2973418779740218j),(2.0159747492268902+1.0799870723831115j),(4.933787661865266+3.3511029586632883j),(2.293044782406986+1.756085680901519j),(2.342310649518992+1.7014143012426508j),(2.509249927846747+1.8585797206232577j),(2.5555776995366055+1.7904489709542255j),(3.0419060394620683+1.4140580189411365j),(2.0813306648944643+1.8193766121848145j),(3.3559143933594817+1.4643109668376886j),(3.290625520340972+0.5621310175386103j),(5.812205160866144+3.109742173983128j),(7.179272843613443+4.317608053116566j),(8.660673331786356+5.198841536386606j),(13.195171121733893+4.701513398429156j)
145,(11.085634612131791+7.334898365706584j),(1.5285208076388588+0.5773498830780315j),(0.90096569211746+1.309269262707736j),(0.812392586386957+0.04884128793758786j),(1.613172563433807+0.09650988718763459j),(1.6183883350599486+0.14867359490456694j),(1.8200601663472802+0.6616497853863819j),(1.4799415010323682+0.549189635914671j),(1.236704780329247+0.5402356590074799j),(-0.060244166019298946+0.8548865700386057j),(3.209285072832927+0.9109919227952241j),(2.7169948167835964+1.0728760714302443j),(2.412176949954495+0.9473897368570161j),(2.7641532170512506+1.3473851277398758j),(2.3030320300268197+0.98860589527252j),(5.821723169000955+2.2280350952690506j),(3.151492932759456+1.049703086628132j),(2.90272240442635+1.2251210729250863j),(3.091706503216386+0.9218593809991129j),(3.0492941882586972+1.153201056539311j),(3.264812901337643+1.5981450740995886j),(3.115500960447838+1.281481041621758j),(3.148516773071295+0.8630563957514917j),(3.91461936672169+0.18428365250438367j),(6.584707438964982+2.4920888310472695j),(9.188146408281971+3.6277383866967163j),(9.62694316788923+3.7347339236181956j),(16.121504584159972+3.7536854765702694j)
146,(10.562730881862452+6.3091053262901j),(1.3772017237237955+0.22666549284332022j),(0.971307493931365+0.9799388026239377j),(0.7108379961781034-0.309527395093976j),(1.316674838665927+0.10741759555401888j),(1.5735093649475351+0.6479040920582985j),(1.5146475918480242+0.161335493110141j),(1.4297261426987464+0.2130933931355691j),(1.3237646782977066+0.4165478208472809j),(-0.1689872177462482+0.5528257917541252j),(3.439043065930238+0.818788102973996j),(2.4935344258992003+0.31418159990708716j),(2.2937807716682266+0.3958057103042803j),(2.5881775522769637+0.6134051411084345j),(2.2583043264666816+0.6478252645007052j),(5.171787833561757+1.6155805735745528j),(2.5786100526728104+0.3222354976230046j),(2.458933593668163+0.3218466078813659j),(2.6827896893952365+0.5302870336706552j),(2.7160613753578966+0.39419515928622745j),(2.361231945217771+0.8154331044484252j),(2.7984609073088147+0.5790182351815987j),(3.219837026657194+0.013877386598599382j),(3.4604131939140506-0.4941952280748664j),(6.352600813798399+2.0134566934962264j),(8.9016252441649+0.8951931759456055j),(8.937062974126711+1.5403117493128222j),(13.264717456698671+3.9591265348603084j)
147,(10.097282221221862+5.846060596180549j),(1.0756217320658596+0.34358087499445794j),(0.7474731889614296+0.8144283055627838j),(0.44272742325361975-0.28516577636314905j),(0.7833924242292772-0.09110863171061066j),(0.6221122655300243+0.45439629230866757j),(0.9970343436106868+0.25459606978122723j),(1.1601976742200122+0.4166545563824577j),(1.3240101516211018+0.42373722098988476j),(-0.30090453470001094+0.5939206401619075j),(2.6932497165292864+0.5936427677785429j),(1.4872541271240438+0.6623396003927506j),(1.762994165595771+0.526329572224706j),(1.9660749343567205+0.782864369545808j),(2.086887842974709+0.7108593549225514j),(4.101366045477829+1.519003333478013j),(2.144673653349202+0.2727067347820509j),(2.0407735014569526+0.6118255901792543j),(1.93486112728405+0.41300720096494653j),(2.1693261865514524+0.6535080144410054j),(2.327092702672621-0.3459010766305983j),(2.4660287651351482+0.27779590000035304j),(2.0590344722989307-0.44565658504217714j),(3.1335415633504997-0.30889518332996585j),(5.534674716739246+1.641972475089017j),(6.002023714455629+0.4370644444377459j),(7.400499938451746+2.287972724757827j),(8.941340900542883+3.5722552988178244j)
148,(9.408514217412122+5.636369353808204j),(1.1323846350629672+0.5899011412493247j),(0.6571856790114308+1.0262555196433893j),(0.3316637164360882-0.06931823386826924j),(0.8231169069802224+0.4331072329384608j),(0.9638541436456197+0.36933285285037853j),(0.902725303430735+0.6180157239955459j),(1.2719301945956138+0.577682538070997j),(1.1880888946015764+0.37332248479829844j),(-0.28193757677385883+0.7371374332576838j),(2.451502026891064+0.3452160601345564j),(2.189037573644409+0.6388559741244719j),(1.7517596742462982+0.8399201441836613j),(2.0858380231074607+0.8042895508846434j),(2.1702448939254086+0.7376627116534494j),(4.252395665262647+1.9967381122422672j),(2.2311306367322494+0.5997575842140745j),(2.0554626700648306+1.2496905505616356j),(2.2107176612473616+0.6561548311863536j),(2.265102878813092+1.07950814511439j),(2.1862141469096468+1.5894294419434802j),(2.4265209646314667+0.8888579765099993j),(1.9959572874859561+0.48069200408828944j),(3.0194640964903696+0.10090235823731207j),(5.905680210954597+2.2014150892054034j),(7.801220172080237+2.8894667456900898j),(7.473477489779326+3.058791666749664j),(7.584130865475792+8.670544234070192j)
149,(9.00214337056976+5.70148978480687j),(1.239928344260713+0.4787091100603509j),(0.8681264069686553+1.2293636674684874j),(0.632012470772681-0.03046766703659132j),(1.0702312621720178+0.28269784605939613j),(1.3993783818808527+0.4609842387458473j),(1.5027822890367817+0.7228169060983602j),(1.1351282477042766+0.6207855004190659j),(1.2608884702018406+0.45877266923161086j),(-0.18837347701528034+0.8518465504200206j),(2.344153852397794+0.6175267347728083j),(2.0168942629176696+0.8853320596339872j),(2.1484338544628967+0.866091212442302j),(2.2272814072989924+0.7930165879253187j),(2.205190159143357+0.625363146834689j),(4.066745710389345+1.9532807471197462j),(2.4887302546979275+0.994272528897419j),(2.3444089492327507+1.1842331653319358j),(2.5405270504404744+1.0198723854892298j),(2.8018318182400352+1.070515739810391j),(3.546419284038015+1.291331195542168j),(2.6379553611395696+0.8453006663102625j),(2.2366651794672943+0.2604465971269965j),(3.394827032307685+0.019816588159492252j),(6.2573671875452215+1.9451999167935843j),(6.913319079038381+3.4896554750530786j),(8.719363398691755+3.0799275641632846j),(11.392303529602069+2.6247039273716823j)
150,(8.723958241974866+5.858128691561286j),(1.274838704854115+0.4062869637221607j),(0.9460232444560188+0.988018138327941j),(0.5657871057285678-0.18869428605731908j),(1.2761542341628622+0.22814045169012445j),(1.3078436144631285-0.09153515301130108j),(1.3430115071330913+0.1532787140037863j),(1.4054291254347986+0.3085637497510896j),(1.3240682504763404+0.3664143501459469j),(-0.1822350744853962+0.5120767097457088j),(2.495485243859498+0.5675498222846384j),(2.250317095878458+0.20835864390396172j),(2.145439707060273+0.6293956380079684j),(2.195226759091346+0.6900465554781949j),(2.134896403641738+0.6454579068867555j),(3.890114760987712+2.031503402660754j),(2.288648302052669+0.6372655692737145j),(2.570212036573644+0.7419022124647836j),(2.726210447101451+0.5288048370332845j),(2.7481205824667763+0.6634198113337966j),(2.519929059005863+0.976990462690949j),(2.7555165824210657+0.14487056829982015j),(1.9825581281248503+0.1043810941541186j),(3.474189132234063-0.4708477937537757j),(6.193383502305712+1.8771995961560348j),(7.260697907513003+2.8643757128759018j),(8.962987394160153+1.9566631369930003j),(14.739075026346699-0.012505533480298996j)
