jMRUI Data Textfile

Filename: Ace.txt

PointsInDataset: 2048      
DatasetsInFile: 1         
SamplingInterval: 2.5E-1    
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 1.2322E8  
MagneticField: 2.9E0     
TypeOfNucleus: 0E0       
NameOfPatient: Ace
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: Ace
SignalNames: Ace.txt;


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
3.1000000	-0.0000000
2.6438500	-1.5967800
1.4305400	-2.7108100
-0.1623870	-3.0274700
-1.6623000	-2.4882000
-2.6565100	-1.2859300
-2.9053400	0.2204300
-2.3828100	1.6245800
-1.2526000	2.5774100
0.1905880	2.8545200
1.5883800	2.3898000
2.5871100	1.2871400
2.9114700	-0.1886320
2.4412300	-1.6540600
1.2688900	-2.6946800
-0.2965040	-2.9874400
-1.8029900	-2.4179300
-2.7953400	-1.1385100
-2.9709900	0.4690450
-2.2860900	1.9199600
-0.9651590	2.7911400
0.5867030	2.8554300
1.9255600	2.1350800
2.7027200	0.8664030
2.7455600	-0.5926800
2.0743500	-1.8665100
0.8735950	-2.6446700
-0.5571510	-2.7369600
-1.8611100	-2.1082900
-2.6938100	-0.8969280
-2.8070200	0.5959190
-2.1323000	1.9635200
-0.8291500	2.8018700
0.7377470	2.8419100
2.1024700	2.0532300
2.8517900	0.6682220
2.7673800	-0.8923020
1.8957100	-2.1638600
0.5187030	-2.7920000
-0.9543690	-2.6332300
-2.1213500	-1.7729300
-2.6947200	-0.4714300
-2.5553300	0.9240770
-1.7566800	2.0656300
-0.4999850	2.6723500
0.9057310	2.5827200
2.0997800	1.7957800
2.7487900	0.4920010
2.6423400	-0.9877290
1.7757500	-2.2214500
0.3782990	-2.8330200
-1.1417600	-2.6235600
-2.3265400	-1.6501200
-2.8240800	-0.2115010
-2.5049400	1.2561900
-1.4929200	2.3289900
-0.1048580	2.7264800
1.2642600	2.3778500
2.2588600	1.4130400
2.6440500	0.1024290
2.3411900	-1.2198800
1.4296900	-2.2269200
0.1294710	-2.6605200
-1.2348800	-2.3884000
-2.2974400	-1.4513000
-2.7441300	-0.0789262
-2.4160200	1.3508300
-1.3812000	2.4152300
0.0660126	2.7849800
1.4921600	2.3427400
2.4698000	1.2280300
2.7213000	-0.2135210
2.2020600	-1.5535600
1.0949700	-2.4219900
-0.2689560	-2.6094900
-1.5204400	-2.1030000
-2.3480500	-1.0611000
-2.5586900	0.2428920
-2.1050000	1.4847200
-1.0913500	2.3514700
0.2380260	2.6057000
1.5388800	2.1505400
2.4446100	1.0777300
2.6736600	-0.3310340
2.1319500	-1.6703500
0.9632610	-2.5354500
-0.4852400	-2.6609100
-1.7768300	-2.0148700
-2.5336100	-0.8066570
-2.5573100	0.5935180
-1.8767900	1.7839300
-0.7142170	2.4535500
0.6012200	2.4549800
1.7297700	1.8176200
2.3970800	0.7180800
2.4422100	-0.5680400
1.8454300	-1.7204600
0.7402670	-2.4363100
-0.5987580	-2.5027300
-1.8082600	-1.8681600
-2.5316400	-0.6827860
-2.5352900	0.7231690
-1.7996900	1.9324300
-0.5397320	2.5780000
0.8627340	2.4701000
1.9896300	1.6581600
2.5254600	0.4032060
2.3482300	-0.9212390
1.5443100	-1.9522700
0.3572940	-2.4357100
-0.8947700	-2.2737000
-1.8993300	-1.5257600
-2.4106100	-0.3821790
-2.2942200	0.8752910
-1.5601300	1.9251300
-0.3777870	2.4755400
0.9447290	2.3472300
2.0315500	1.5445500
2.5511600	0.2788240
2.3324200	-1.0815100
1.4336500	-2.1267300
0.1290340	-2.5449900
-1.1861300	-2.2266300
-2.1308100	-1.2909200
-2.4571300	-0.0302735
-2.1096200	1.1954800
-1.2152000	2.0670000
-0.0257193	2.3793000
1.1545000	2.0720400
2.0341100	1.2275800
2.3893000	0.0511630
2.1119400	-1.1638700
1.2480900	-2.0930300
0.0093579	-2.4623100
-1.2645100	-2.1378300
-2.1975900	-1.1879700
-2.5002500	0.1186130
-2.0740700	1.3914000
-1.0511500	2.2482500
0.2524420	2.4444400
1.4488000	1.9470700
2.2062700	0.9289240
2.3422500	-0.3051740
1.8542400	-1.4198200
0.8949470	-2.1373500
-0.2825110	-2.2920500
-1.3849300	-1.8521500
-2.1356700	-0.9213520
-2.3304600	0.2753980
-1.8923600	1.4291900
